doc_id,oracion,estado
2172,la capacidad predictiva de bigdata muestra perspectivas promisorias en campos como la salud pública y los pronósticos económicos .,positivo
492,"agosta señaló que ' está creciendo en el sector transporte muy fuerte el concepto de bigdata : analizar cómo viaja la gente , obtener esa información , sus costumbres y preferencias , para poder diseñar un mejor sistema de transporte .",positivo
3497,un buen análisis del bigdata con la información de deportistas que realizan el mismo esfuerzo y evaluando desgastes físicos serviría para adaptar la preparación física y evitar males mayores .,positivo
1049,el análisis de bigdata ayuda a las organizaciones a aprovechar sus datos y utilizar para identificar nuevas oportunidades .,positivo
811,"con el bigdata estamos conscientes de nosotros mismos , creamos una conciencia sobre lo que pasa en la sociedad y por eso también las ciencias sociales van a ser cada vez más importantes .",positivo
1048,"el alumno , al terminar la diplomatura , podrá enfrentar un entorno de ' bigdata ' , y proveer las mejores soluciones para su análisis .",positivo
1533,"en este sentido , es muy relevante los avances de empresas como linkedin que están tratando de sacar partido al bigdata para conocer y anticipar las demandas de habilidades del sector productivo .",positivo
2613,"los robots , algoritmos o inteligencia_artificial permiten darle sentido a enormes caudales de datos ( bigdata ) y también optimizar procesos .",positivo
176,"' los deportes norteamericanos clásicos ( fútbol americano , béisbol y básquetbol ) son los que apostaron a la profesionalización del estudio de estadísticas , inteligencia_artificial y análisis de bigdata para mejorar cada detalle de sus competiciones .",positivo
1437,"en argentina , empresas de servicios públicos , servicios financieros , manufactura ya iniciaron proyectos en este segmento , apoyados en tecnología de bigdata y analytics , con el fin de acelerar los procesos de transformación dentro de sus organizaciones .",positivo
3565,usando bigdata y las últimas tecnologías de modos totalmente novedosos se busca obtener mejores resultados en cada eslabón de la cadena de suministro de alimentos .,positivo
3104,"quien pueda invertir mejor en chupar datos de bigdata de facebook y google y hacer uso de eso , va a tener mejor posibilidad .",positivo
1265,"el manejo inteligente de ese bigdata representa una excelente oportunidad , ya que nos brinda en este caso información útil sobre las demandas de vuelos y tendencias de mercado por origen , destino y aerolínea .",positivo
1391,el uso de bigdata permite analizar grandes cantidades de información para conocer los hábitos de los clientes .,positivo
10,"' además , esta información también puede ser de utilidad en estudios de mercado , tendencias de búsqueda y otra clase de indicadores estadísticos que estas compañías pueden explotar a través de tecnologías como el bigdata ' .",positivo
402,"a partir de ahí , el camino se hace más fácil hasta que la empresa sea capaz de extraer con seguridad todo el valor que un proyecto de ' bigdata ' value le pueda proporcionar .",positivo
2644,"mara destefanis , fundadora y directora general ejecutiva de la empresa bigdata machine , expuso en esa reunión una investigación con vistas a 2017 , y explicó en exclusiva a iprofesional cómo estas tecnologías pueden descubrir esas tendencias sociales y económicas .",positivo
324,¿ podemos apostar al ganador en una carrera de caballos gracias a bigdata ?,positivo
235,"' tenemos que aprender de ' los google ' , de los que manejan toda esa gigantesca información ( bigdata ) , para poder sacar conclusiones inteligentes ' , apuntó .",positivo
1040,"el acuerdo con microsoft implica que los datos recopilados serán procesados en la nube azure , y por medio de bigdata y machine learning se emplearán para optimizar el uso de recursos .",positivo
2974,"pero también llegan otras herramientas , desde la gestión de rrhh usando bigdata hasta abogados online para empresas chicas o el diseño de apps que cada vez son mas sofisticadas .",positivo
2413,las compañías de seguros que ofrecen cotizaciones para seguros ya utilizan bigdata y herramientas de inteligencia_artificial para hacer la evaluación de riesgo de personas y propiedades .,positivo
236,"' tenemos que aprender de ‘los google’ , de los que manejan toda esa gigantesca información ( bigdata ) , para poder sacar conclusiones inteligentes ' , apuntó .",positivo
1833,estas creaciones sirven también para interpretar gran cantidad de datos ( bigdata ) y expandir la inteligencia colectiva .,positivo
3430,"tecnologías como el uso de bigdata , internet , sensores y robots han permitido una manufactura más eficiente .",positivo
1286,el objetivo del llamado fue promover la discusión sobre cómo los datos abiertos y ' bigdata ' pueden contribuir a brindar una solución a los desafíos del desarrollo en la región .,positivo
1881,"esto significa que se puede aprovechar la analítica , la inteligencia_artificial , la ubicación , el bigdata y el internet de las cosas en un mismo lugar .",positivo
3435,telefónica fue de las primeras corporaciones en tomar muy en serio la aplicación del bigdata .,positivo
1741,"es lo que moverá el mundo transaccional en los próximos 10 años . bigdata , el nombre dado al manejo inteligente de bases de datos , es una de las herramientas que crece con más fuerza entre empresas y organizaciones .",positivo
172,"' logramos desarrollar una tecnología asertiva usando como fuente bigdata y herramientas de muy bajo costo para analizar los datos y llevar al celular de cada encargado ' , dice rafael sánchez , director de desarrollo de negocios de bsg .",positivo
866,"convertir datos en conocimiento bigdata , data mining e internet_cosas son las herramientas y tecnologías que ayudarán –en un futuro cercano– a encontrar soluciones a problemas cotidianos a partir del análisis de grandes flujos de datos e información .",positivo
1133,el bigdata va a ser una de las herramientas que transformará nuestras ciudades .,positivo
2679,más y mejores negocios la transformación digital se genera especialmente a partir de las posibilidades abiertas por el bigdata y que pueden hoy ser analizadas para agregar valor al negocio y apoyar la toma de decisiones .,positivo
1053,"el análisis de grandes volúmenes de información , lo que se conoce como bigdata , exige capacidades de interpretación específicas que demandan sociólogos .",positivo
117,' generamos riqueza a partir del bigdata hace 10 años .,positivo
2376,la tecnología bigdata abre una puerta de oportunidades para el análisis de datos .,positivo
2181,"la clave está en aprender a traducirlas para profundizar el conocimiento de la audiencia y así poder brindarles mejores soluciones , productos y servicios . bigdata es un diamante en bruto que las empresas deben pulir para que pueda brillar .",positivo
3210,"según explicó el creador , antonio camacho , hocelot , mediante su plataforma bigdata , elabora perfiles personalizados de cada usuario de internet comparando todos los datos e identificando los perfiles fraudulentos .",positivo
1454,"en definitiva , es preciso implementar soluciones de movilidad , cloud computing , redes_sociales y bigdata que , en resumen , permiten recopilar , analizar y entregar informes de enormes volúmenes de datos en tiempo récord .",positivo
490,"afirman que el universo digital y bigdata están impulsando cambios transformacionales en los ámbitos social , tecnológico , científico y económico .",positivo
3632,"y desde allí observa a sus criaturas , que esperan ser moldeadas por la bigdata .",negativo
2495,limitaciones y claves para superarlas la adopción de decisiones basadas en bigdata para las políticas públicas presenta limitantes .,negativo
3344,"subir al tren de bigdata porque está de moda es tan necio como no hacerlo por la misma razón , y es crucial sopesar sus ventajas y desventajas .",negativo
395,"a medida que los análisis de bigdata se imponen en el desarrollo de diversas industrias , la protección de los datos personales de los usuarios de internet gana presencia en esa conversación .",negativo
1162,"el del bigdata es un proceso positivista y cuantitativo que ciertamente inquieta a los vigilados , pero también a quienes recogen los ( ¿ meta ?",negativo
2174,la capilaridad de internet y manipulación de bigdata por los proveedores estadounidenses implican la frágil soberanía de las sociedades civiles latinoamericanas .,negativo
562,"algunos dirigentes de cambiemos quizás consideraban que transformarían estos pequeños datos en macrodatos , pero antes que en bigdata se transformó en micro data , vacío de sustento .",negativo
1376,el talón de aquiles del bigdata es la privacidad de los datos de los usuarios .,negativo
2233,la espontaneidad y aparente anarquía de bigdata puede poner a la sociedad a confrontar entre dos valores deseables como la transparencia y la privacidad .,negativo
3024,"por lo tanto , si no se administran adecuadamente , estos bigdata internos pueden aumentar los riesgos y elevar los costos .",negativo
2637,"mal manejo de los datos el hecho de contar con bigdata , o sea mucha cantidad de datos , no soluciona el problema de malas prácticas en el manejo de la información .",negativo
2342,la posibilidad de que nuestra fascinación con los datos pueda convertir en una adicción peligrosa es el tercer riesgo para los autores de bigdata .,negativo
2206,la democracia representativa no está preparada para el bigdata y está siendo destruida ¿ y la democracia es una de esas instituciones que está siendo destruida por el bigdata ?,negativo
3412,"tanto esta empresa como las restantes dedicadas a bigdata quedaron bajo sospecha , luego del escándalo de cambridge analytica , que había robado información de 50 millones de usuarios de facebook .",negativo
1104,el bigdata es un instrumento sicopolítico muy eficiente ( … ) se trata de un conocimiento de dominación que permite intervenir en la ' psiqué ' y condicionarla a un nivel pre reflexivo ' .,negativo
2478,lea más : bigdata y privacidad : las limitaciones de la ley argentina patricio o ' gorman : ' facebook conoce más de mí que algunos de mis familiares ' *la versión original de esta nota fue publicada en la revista def n .,negativo
221,"' si el gobierno no abre los ojos , no demuestra tener corazón y piensa que puede llevar a los argentinos de la nariz con la bigdata , va a cometer un gran error histórico .",negativo
2626,"los trolls se dedicaban a publicar en sus mensajes enlaces sobre supuestos hechos que avivaban la llama contra los inmigrantes , según el estudio hecho por alto data analytics , una compañía dedicada a la comprensión del bigdata .",negativo
3470,"todo esto , sin contar con las noticias falsas , los mensajes emocionales , la manipulación digital de conducta y los bigdata , con sus millones de dobles del consumidor , del peligroso y también del votante .",negativo
2183,la combinación de bigdata y estrategias de miedo es muy peligrosa . - ¿ cuál es el peligro ? - la persecución selectiva muchas veces usa la herramienta de la discriminación .,negativo
3655,"y no hay modo de huirle a esos conceptos que millones de sujetos dominan con la misma soltura con que ( aún ) muchos resisten : ' algoritmos ' , ' ciberseguridad ' , ' smart cities ' , ' internet de las cosas ' o el temible ' bigdata ' .",negativo
2322,la naturaleza no estructurada de bigdata requiere un gran esfuerzo de sistematización para garantizar este requisito de comparabilidad y compatibilización en períodos largos .,negativo
2655,"martin hilbert , uno de los expertos en bigdata en silicon valley , ya ha llamado la atención : los gobiernos usan las ' fake news ' para manipular a los votantes .",negativo
2185,la combinación de bigdata y estrategias de miedo es muy peligrosa .,negativo
1261,"el lado oscuro - en este escenario donde el bigdata es casi omnipresente , ¿ qué amenazas acechan ? - la principal amenaza hoy por hoy es la seguridad .",negativo
3682,"ya hacia 2025 se avizora el momento de la inteligencia artificial ( ia ) integrada a los directorios de empresas , la tecnología implantable en el cuerpo humano y los censos reemplazados por bigdata .",negativo
12,"' ahora todo lo que se hace se conoce , todo es ' bigdata ' y uno no quiere que esa información se conozca ; pero los jóvenes , la última generación , se está acostumbrando a eso .",negativo
380,"a diferencia de una encuesta sistemática ( como una encuesta política o esas que todavía funcionan por teléfonos de línea ) , los datos de bigdata son anárquicos y espontáneos .",negativo
72,"' el uso de bigdata no está cerrada a gobiernos y corporaciones ; grupos criminales anónimos pueden abusar esa información también ' , dice nye .",negativo
2747,"ni la conducta humana puede planificar ni el bigdata es omnicomprensivo ' , subraya alvaro rolón , consultor y experto en innovación .",negativo
3688,"ya se han apropiado de la ' bigdata ' ( léase , los datos de todos nosotros que figuran en la anses o la afip ) para bombardear con ' comunicación adecuada ' durante las campañas o cuando cuadre .",negativo
333,"¿ qué pasa con la privacidad en la era del ' bigdata ' , una época en la que cada movimiento realizado queda registrado en alguna parte en el mundo digital ?",negativo
3298,"sin embargo , son muy pocos los que comprenden las herramientas que son usadas por quienes se dedican al bigdata .",negativo
2770,"nos rayan los ' cerebritos ' no busques nada a lo black mirror en el ranking , pues no aparecen profesiones relacionadas con el bigdata ni tampoco programadores informáticos .",negativo
1259,"el jefe de redacción de noticias , edi zunino , se hizo cargo de explicar el caso de la newsmagazine ; del excalibur al bigdata .",negativo
2995,"por : walter sosa escudero , profesor de la universidad de san andrés - conicetel reciente escándalo de privacidad que involucra a facebook pone a los algoritmos y a la idea de bigdata en el centro del debate .",negativo
39,' desde ciertos sectores del periodismo a las herramientas del bigdata o inteligencia_artificial se las suele ver como amenazas .,negativo
1809,"esta empresa , que se dedica al análisis del ' bigdata ' de millones de usuarios en facebook , se mueve entre las sombras o , al menos , detrás de otras personas .",negativo
1205,"el escándalo de cambridge analytica dejó al descubierto algo que ya se sabe que sucede desde hace años , que es la recolección de información en grandes cantidades ( bigdata ) de los usuarios por parte de las redes_sociales .",negativo
1268,"el mes pasado , fue adquirida por la empresa visualización de datos graphpath , que le permitirá ingresar a nuevos segmentos de negocios . ' bigdata es un problema para muchas industrias .",negativo
3581,"varios expertos en bigdata publicaron recientemente en science un análisis de los fallos de google flu trends , que consideraban una parábola de lo que está ocurriendo en su campo .",negativo
1952,"fuera de las cuatro o cinco ciudades principales , las comunicaciones en el ochenta por ciento del territorio son pésimas y no están a la altura de la demanda que genera el procesamiento de la bigdata .",negativo
2490,"leer más : en medio del escándalo de facebook , peña manejará ' bigdata '",negativo
1798,"espionaje de datos personales , campaña de desinformación para intentar modifi car el voto de las personas , uso masivo del bigdata .",negativo
123,"' hasta que no se pueda analizar la información , lo que se estará haciendo no es bigdata , es solo almacenamiento ' , apuntó el ejecutivo .",negativo
129,' hay una gran amenaza a la intimidad con el bigdata .,negativo
2475,lazer y los coautores de su texto creen que falta coordinación entre el bigdata y la confección de datos de toda la vida .,negativo
1016,"el ' bigdata ' , clave para trumpla utilización de datos personales fue una de las claves de la victoria de donald trump en la última elecciones en los estados unidos , cuando venció a hillary clinton .",negativo
2184,la combinación de bigdata y estrategias de miedo es muy peligrosa . – ¿ cuál es el peligro ? –la persecución selectiva muchas veces usa la herramienta de la discriminación .,negativo
2043,"hoy , las compañías tienen graves problemas de bigdata , tienen todavía que trabajar mucho en la digitalización y automatización de los procesos que , por lo general , son manuales ' , dice gabriel mysler , gerente general de la empresa de tecnología ituran .",negativo
1406,el uso del bigdata y los vacíos legales en torno al mismo generan dudas sobre la moralidad de su uso .,negativo
3649,"y la anonimación de los datos no siempre funciona bien ; tendría sentido en un entorno de datos escasos , pero el mundo de los bigdata , donde se capturan y se recombinan cada vez más datos , facilita la reidentificación .",negativo
3367,"tal vez asuste , sí , pero no hay que temer al bigdata .",negativo
1064,"el asesor del gobierno de estados unidos y experto de silicon valley en bigdata , el alemán martin hilbert , analizó las dimensiones de la crisis de facebook a raíz de la filtración de datos privados de la red .",negativo
3320,"son predicciones muy sencillas y no tan futuristas en cuanto son ya bastante previsibles : robots , vigilancia bigdata… y algo interesante , a los humanos les corresponderá hacer preguntas inteligentes .",negativo
263,"( dpa ) según la especialista en bigdata , laura lanzarini , lo que se publica en facebook ' puede ser utilizada por otras personas ' .",negativo
1717,"es común detectar ' silos ' de datos , en sistemas erp o crm no disponibles a toda la organización ; o empresas cuyas direcciones aún no perciben a bigdata como un área estratégica .",negativo
414,"a pesar de presentar al bigdata en su aspecto más positivo y revolucionario para la humanidad , los autores señalan los peligros a los que nos puede conducir una dictadura de los datos .",negativo
3105,quien se deja engañar por bigdata puede creer que comprar bufandas o camperas causa frío .,negativo
3684,"ya maneja las jubilaciones , los créditos promocionados , gran parte de la recaudación , y cuenta con una artillería peligrosísima de acceso a los bigdata .",negativo
1751,es posible que la gran mayoría de los jujeños no sepa qué es el bigdata .,negativo
348, ¿ quieren decir que no fueron seducidos por la sobredimensión que se le dio en el último tiempo al dispositivo comunicacional durán barba - marcos peña - bigdata ?,negativo
2959,"pero estos son una minoría : para los demás , la tecnología es entretenimiento y alienación ' , reflexionó pavan , y explicó que ' cuestiones como el bigdata y las ' fake news ' profundizan esto y nos van poniendo a todos en cajas ' .",negativo
30,"' cuando bigdata es más de lo mismo - sigue sosa escudero - , los viejos problemas de la estadística continúan asomando sus espantosas cabezas .",negativo
1393,el uso de enormes bases de datos personales se conoce bajo la denominacion en inglés de bigdata .,negativo
2943,pero bigdata ( y sus tecnologías asociadas ) tienen problemas serios cuando más es más de lo mismo en un contexto de cambios .,negativo
138,"' la arrogancia del bigdata ' , arrancan , ' es la suposición implícita de que pueden sustituir , en lugar de complementar , a la recopilación de datos y el análisis tradicional ' .",negativo
3680,ya es así y no necesitamos el bigdata porque estamos muy acostumbrados a eso .,negativo
2938,pero actualmente las usinas de bigdata son comparativamente mucho más pequeñas .,negativo
450,"además , el acceso indiscriminado a datos personales podría crear también problemas serios a víctimas de violencia o de conflictos , ha dicho , lo que exige garantizar un uso adecuado de todo este potencial del ' bigdata ' , añadió .",negativo
2957,"pero el bigdata también tiene una connotación más oscura en su condición de primo lingüístico de big brother , big oil y big government .",negativo
2932,"perlas útiles el bigdata fue un problema para los negocios en el pasado porque es costoso de guardar y , para que sea útil , requiere muchos conocimientos sobre informática .",negativo
3302,"sin saber qué hacer , terminan en proyectos de ' bigdata ' destinados al fracaso .",negativo
186,' ningún regulador ha tenido en cuenta que esto es un cambio en cómo concebimos el bigdata y la privacidad .,negativo
3662,y por esta razón los economistas tardaron en abrazar la tecnología de bigdata .,negativo
985,dijo que la industria bigdata obliga a la modernización .,negativo
3606,"vida privadaal tener a su disposición herramientas de bigdata , las empresas ya no solo conocen lo que sus empleados hacen en su horario de trabajo o dentro de las oficinas físicas .",negativo
1926,"foto : ip expo europe ' cuando lees un artículo sobre ' bigdata ' en una revista , se trata de cómo las grandes empresas te están espiando .",negativo
1821,"esta semana , horas después de que estallara el escándalo de cambridge analytica , el boletín oficial anunció que , bajo la órbita de marcos peña , el gobierno había creado una unidad especial ejecutora temporaria para el manejo de bigdata .",negativo
2369,"la sistematización del procesamiento de información sobre preferencias individuales a gran escala la ya famosa bigdata acompañada de aplicaciones de vigilancia , monitoreo y espionaje insertos en la inescrutable selva binaria alcanzan hoy niveles de refinamiento nauseabundos .",negativo
3256,"si hoy la problemática gira en torno a la privacidad y el análisis de bigdata por parte de grandes compañías para vendernos publicidad , hace un tiempo era el spam .",negativo
937,de lo contrario todos le tendremos mucho miedo a bigdata y se anularán las enormes posibilidades positivas que prometen .,negativo
751,colectivo dominio público ( cdp ) trabajó en una performance escénica múltiple llamada sinfonía bigdata que pone el foco en la tensión entre libertad y control que caracteriza nuestros entornos materiales y virtuales .,negativo
1361,el servicio que brinda una oficina estadísticas es técnico y algorítmico pero también comunicacional - político y eso bigdata no lo resuelve . - ¿ por qué sería importante bigdata para el indec ?,negativo
2605,los proponentes de bigdata también intentan descalificar a la ciencia estadística .,negativo
3297,"sin embargo , sigue siendo peligroso arrojar un dossier de bigdata sobre el escritorio de un ceo .",negativo
2151,"la amenaza de los bigdata viene de lejos , desde el big brother de orwell .",negativo
1412,ella misma confiesa que no se encuentra entre las filas de los predicadores de las virtudes del bigdata y se alinea claramente en la defensa de las víctimas del lado oscuro del sistema .,negativo
3467,"todo eso puede ser analizado por litigantes hostiles , reguladores o hackers usando las mismas técnicas de bigdata que emplean los magos del mercadeo .",negativo
2253,"la frase no tardó en viralizar en las redes_sociales , esgrimida como mascarón de proa por quienes sólo ven una moda pasajera en la revolución de bigdata .",negativo
2956,"pero de la sociedad de debord hemos pasado , sobre todo , a un mundo de bigdata , supervisado por google y facebook , auténticos big brothers , que él no supo imaginar .",negativo
1646,"en todo caso , aún resta determinar si lo que hizo cambridge en argentina es ilegal , puesto que el uso de bigdata , como el de perfilar usuarios y predecir sus comportamientos no es necesariamente ilegal .",negativo
81,' en el universo del bigdata hay también lo que podríamos llamar ricos y pobres de datos .,negativo
451,"además , el acceso indiscriminado a datos personales podría crear también problemas serios a víctimas de violencia o de conflictos , lo que exige garantizar un uso adecuado de todo este potencial del ' bigdata ' , añadió .",negativo
1080,"el bigdata , la dominación de los gigantes tecnológicos , la inteligencia_artificial… todo ello en una novela que explora estos temas en el momento más oportuno : en pleno escándalo con cambridge analytica .",negativo
132,"' hoy nos enteramos que se firmó un dnu , un decreto , donde el presidente le transfiere a la jefatura de gabinete todo el manejo tecnológico de todos los datos , de toda la bigdata ' , afirmó cfk .",negativo
1255,"el inminente avance de las denominadas tecnologías de la información y la comunicación , la inteligencia artificial , robótica y el bigdata resucitan en los trabajadores estos temores .",negativo
3480,todos los especialistas coinciden en que no hay que olvidar que invertir en bigdata no tendrá un retorno si no hay una empatía humana detrás hacia los consumidores y una visión creativa para comunicar .,negativo
1272,"el mundo de los bigdata parece amenazar nuestra autodeterminación informativa y nuestra privacidad o , al menos , nos obliga a pensar y defender lo privado de una manera diferente de como solíamos hacerlo .",negativo
3268,"siempre se habla del duranbarbismo , pero eso también es conocer bien el perfil de los electores en base al bigdata .",negativo
